Shop name,Review,Stars,Date,Country
YAYAYA YAUPON,I used Plug in SEO to determine the locations of weaknesses in my websites SEO. The set up was easy and I received fast and effective help getting the apps code properly placed within my theme. The dashboard and SEO reports I used were intuitive and gave a thorough explanation about how to solve the problem.,5,18-Aug-20,United States
Deals King Australia,All good so far - helpful in identifying potential issues with new pages before going live.,5,22-Mar-18,Australia
Evilrpm,Very helpful team .. was fix all issues and help with infornation to keep better ranking and fix seo. Thanks alot.,5,"Edited June 15, 2019",Estonia
Fashion For Crypto,I don't recall ever seeing any actionable intelligence reported in the email summaries.  It mostly tries to sell me personalized SEO packages.,3,20-Nov-17,United States
LeBunny Bleu Singapore,The quick check is great; and the chat provide useful and friendly help to fix the problem. Great Support!,4,29-Jul-14,Singapore
Smog Check,"Helpful, but ehh...you can subscribe for a fee.",3,"Edited April 20, 2015",United States
Cup'aCoffee Unlimited,"my seo wasn't right, and this seems to help. I get a better idea of what to do right vs what I was doing wrong",5,6-Sep-19,United States
Citrusee Women,"I've done a lot of SEO, even if I'm too small right now, but this app helps me get the basics down.",5,10-Sep-19,United States
Little Kingdom,So far so good. easy setup. havent had a chance to see how its going but enjoy the easy steps to get started. will see if it is worth it in a few months,5,"Edited August 14, 2020",South Africa
zealios,"Just downloaded the app, but so far so good. Love the guided SEO checklist and recommendations. Already making some SEO improvements.",5,7-Feb-19,United States
Tier77,Great app so far. We hope this helps our store rank higher in google.,5,"Edited September 26, 2016",United States
Luggage Outlet,"Great app to help analyze the site, but will be better if some SEO efforts can be complimentary",4,17-Aug-16,Singapore
Jsforever,Really great app for those of us not so tech savvy yet lol,5,14-Feb-18,United States
Reverbaudio,Great app! Exposing some issues that we didn't know we had!,5,25-Sep-16,United States
Galaxy Store Hot,"Help me earn a profit from your product, if the real effect I will pay!",5,28-Jun-17,United States
Everything 4 Western,Hopefully it works. I will see results in a few days only can wait and see. A bit hard to set up. Still getting errors,1,16-Jul-21,Australia
Daya Jewelry,"It's cool, does the job but try to fix things yourself before rushing to pay them",4,24-Jan-17,Malta
Ledglowyshoes,Great and one of the most useful apps on shopify,5,24-Sep-17,Denmark
Beydouns Store,"Great app, It shows me exactly what I need for me to keep up with issues on my site. The fixes are straight forward and keep me up to speed with unnecessary apps that slows down my speed. I recommend.",4,23-Nov-16,United States
Arizona Sales Underground,so farso good wish they gave me more time to judge,5,1-Mar-17,United States
Her Protein,"Really great support and service so far from Daniel! Very helpful, informative and efficient to reply.",5,13-Feb-17,United Kingdom
Your Cat Dogs,"Plutôt pas mal, ce n'est que le début mais je pense continuez un moment",5,31-Jan-18,France
SHEPHY®,"Exceptional. I do not write reviews, unless very happy or very angry. Plug in SEO is a powerful yet user-friendly tool and in my opinion, a must-have for any Shopify store regardless of your level of SEO knowledge – it caters for all skill levels and also offers affordable packages where they will do all the work for you if you do not understand SEO. The support, in particular, Libby, is as good as it gets.",5,9-Oct-20,United Kingdom
Ponderables Online Store,Great app! Enjoy it very much.,5,29-Apr-17,United States
Laura's Lashes,"Libby was really helpful and super quick at fixing an issue I had with my theme, Really pleased and grateful.",5,17-Aug-20,United Kingdom
Wish Today,"Amazing work.
https://fantasywell.com/",5,25-Sep-16,Ireland
dreamsdolls,"It is great help for us to start online shop business ,It is sucess business man introduce your systerm to us So we trust that it can bring suprise to us,Thank you very much",4,23-Sep-21,China
Vintage Magnality,"I added the app and ran their review.  I ended up purchasing a contract for them to make some changes that were outside of my skillset.  Work was completed on time, it's hard for me to say if the changes were effective, time will tell if we have increased traffic to our site. My contact was professional and provided good feedback regarding proposed changes.",4,5-May-20,United States
Artisan Bound Llc,"Seems ok, does not do much but the price is good lol",4,17-Jan-18,United States
PAUL ROOMS,"Fine little app, very useful and fast.",5,17-May-14,United States
Beary Blessed Creations,Very helpful app. Easy to use.,5,28-Sep-15,United States
Groovy Beans Coffee Co.,Great Application - Using Free version only and it is performing very well and giving great insights with recommendations for fixing SEO issues. Exactly as it says it does. Would recommend.,4,28-Feb-20,South Africa
Jt Shoes Apparel,Great App told me what was wrong with my site and told me how to fix it.,5,26-Sep-16,United States
Beautiful Doors,Excellent App. Has made a massive difference in our understanding of SEO and provided a list of simple fixes to implement.,5,4-Nov-19,United Kingdom
Vibrant Fruits,Works easily and they give you code snippets should your site have recommended fixes,5,26-Feb-16,United States
Happy Vegan Way,"They took longer then they initially mentioned they would finish by, when I purchase the basic fix package. They also communicate through email and on another platform call Blimpon, I became a bit confused with that. But overall, not bad. Thanks",3,22-Mar-21,United States
No More Reps Apparel,Nice app to know your possible SEO problems,5,7-Oct-16,Spain
Ld Pretty,ould you use it again or recommend it to a friend? If you,4,12-Jun-18,United Kingdom
Les trouvaille de melanya,Im try this application now Itink is verry nince i give 10 stars but the service is englhis only i have trouble but im new users,5,"Edited January 12, 2020",Canada
Alcatrozz,i love it :D it's a good app for be resultat in google !,5,30-Mar-18,France
Ella Hair Extension,I used this app to help make some adjustments on my store...I'll be back later to let you know how it turns out.,4,25-Nov-21,United States
The Large Purse Shop,I have just started using this app because I realise how important it is to get SEO right - I am a little confused now but I will sort it out  and re-rate you once I know and understand more - I need my site www.largepurseshop.com to rank higher on google but it is a struggle - the one thing I note is that you do not specify the pages you are rating so I feel confused about that = Mary,3,10-Oct-16,Australia
What Fashion Wants,I think this is a great app but I found that with my small knowledge of SEO I found it hard to make the right adjustments even with the guides. I also find the cost of getting it fixed a little expensive.,4,5-Jun-19,United Kingdom
Air Bender Pro Bike Shop,"Helped me point out some errors that i otherwise would have taken more time finding out on my own with my store. Highly reccommend it, the free service is a recipe in itself, but if you are not tech savvy or dont have time, then they can even help you for a small price in comparison to the money they can potentially help you make simply by potentially getting your site indexed if its relevant enough- im some cases, even if it isnt! SEO 's significance in terms of traffic generation and its other benefits should not be overlooked or undermined.",5,4-May-19,Canada
Shiree Odiz 1,"Nice app to show you the basics for setting up your site for SEO. This alone won't affect your rankings, which may be a disappointment to some, but the tips are accurate and some very necessary as part of your SEO efforts (as well as link building and providing great content to your users).",4,13-Oct-15,United States
Sbsitaly,"Very bad application, l bought a few months ago and so far I have not gotten any results. No support by the developer, no contact, just a few questions to be answered, virtually after buying it you have to do the work yourself. $ 180 down the drain. Developers just speack english.",1,11-Jan-17,Italy
Tony-Korean-Food,"Used it to quickly review my site. Easy to use and lots of online guides and FAQs to walk you through the process. Great to have such a long trial,",5,17-Feb-22,United States
